,property_type,barrio,rooms,price,lat,lon,distancia_minima_escuela (m)
0,PH,Flores,3.0,125000.0,-34.655646999999995,-58.496525,185.09876491845367
4,Departamento,Once,2.0,69000.0,-34.606777,-58.410057,192.7013130944032
9,Departamento,Floresta,2.0,82000.0,-34.631462,-58.482067,101.44294487708929
10,Departamento,Floresta,2.0,87000.0,-34.631199,-58.481384,126.91684278802303
19,Departamento,Caballito,3.0,137000.0,-34.624594,-58.43590179999999,16.636461604722488
21,Departamento,Chacarita,2.0,95000.0,-34.589787,-58.449482,124.89843277710982
22,Departamento,San Telmo,2.0,90000.0,-34.627399,-58.370895,307.3796923459148
26,Departamento,Villa Crespo,1.0,93000.0,-34.6040284,-58.4556458,384.5088602433012
28,Departamento,Villa Devoto,2.0,125000.0,-34.6005298257,-58.5070567915,160.15846340424872
29,Departamento,Villa Devoto,2.0,145000.0,-34.608016,-58.51074570000001,219.89574662777486
31,Departamento,Villa Devoto,1.0,113400.0,-34.5923874,-58.5061814,196.23931985759563
34,Departamento,Villa Urquiza,2.0,130000.0,-34.595806,-58.468315,255.82788919160654
37,PH,Flores,2.0,130000.0,-34.619179100000004,-58.4683785,186.13318097301277
45,Departamento,Flores,3.0,58000.0,-34.6452074,-58.456973700000006,96.70550093504602
48,Departamento,Nuñez,1.0,140000.0,-34.548035,-58.44421429999999,374.9754536933049
50,Departamento,Almagro,1.0,95500.0,-34.606584000000005,-58.43082920000001,131.3234037194922
51,Departamento,Coghlan,2.0,146880.0,-34.5536612,-58.4884372,86.46901689089476
55,Departamento,Palermo,2.0,143200.0,-34.596051700000004,-58.4277245,118.3873746328204
68,Departamento,Belgrano,2.0,106000.0,-34.5571139,-58.4459141,60.00134603423235
72,Departamento,Belgrano,1.0,124000.0,-34.5678024,-58.4501238,73.99725981902279
75,Departamento,Congreso,2.0,80000.0,-34.6151402,-58.3955027,72.44187633420727
77,Departamento,Paternal,3.0,119000.0,-34.6062595,-58.4753921,112.62464894705076
78,Departamento,Paternal,1.0,105000.0,-34.60464810000001,-58.4601149,49.03848442883697
79,Departamento,Recoleta,1.0,95000.0,-34.5876218,-58.401619,63.16281469736218
81,Departamento,Saavedra,1.0,130000.0,-34.553854,-58.48840210000001,104.39069008519378
83,Departamento,Saavedra,2.0,146880.0,-34.5536612,-58.4884372,86.46901689089476
87,Departamento,Caballito,1.0,78000.0,-34.6223575,-58.4351934,28.492116459469834
90,Departamento,Barrio Norte,1.0,95000.0,-34.5876218,-58.401619,63.16281469736218
96,Departamento,Constitución,1.0,53000.0,-34.6291503,-58.38970870000001,33.85595866888432
99,Departamento,Villa Urquiza,1.0,93000.0,-34.5868855,-58.4815007,159.85587148899862
100,Departamento,Villa Urquiza,1.0,94000.0,-34.5851974,-58.4633631,236.84779307163373
101,Departamento,Villa Urquiza,1.0,109000.0,-34.5805903,-58.489585700000006,75.42005271278927
102,Departamento,Villa Urquiza,2.0,149500.0,-34.5653967,-58.4928488,276.22841996079813
103,Departamento,Villa Urquiza,2.0,146880.0,-34.5536612,-58.4884372,86.46901689089476
105,Departamento,Villa Santa Rita,3.0,149000.0,-34.6137526,-58.4831786,149.54494671649977
107,Departamento,Villa General Mitre,1.0,100000.0,-34.6136894,-58.4641954,233.60777899158563
208,Departamento,Flores,1.0,92000.0,-34.6266904,-58.45800550000001,180.2642040132509
209,Departamento,Nuñez,1.0,95000.0,-34.5510019,-58.4718659,54.29751740506414
210,Departamento,Nuñez,1.0,143000.0,-34.542750299999994,-58.46014520000001,313.0530118826133
212,Departamento,Nuñez,1.0,147000.0,-34.542750299999994,-58.46014520000001,313.0530118826133
213,Departamento,Nuñez,1.0,110000.0,-34.551481171599995,-58.452635014799995,114.08612176422609
214,Departamento,Nuñez,1.0,143000.0,-34.542750299999994,-58.46014520000001,313.0530118826133
215,Departamento,Nuñez,1.0,143000.0,-34.542750299999994,-58.46014520000001,313.0530118826133
216,Departamento,Almagro,1.0,118000.0,-34.5982192139,-58.43003808130001,204.5504604024071
217,Departamento,Almagro,1.0,69000.0,-34.600566,-58.42671770000001,193.17960416079944
218,Departamento,Almagro,1.0,115000.0,-34.5982192139,-58.43003808130001,204.5504604024071
219,Departamento,Almagro,1.0,118000.0,-34.5982192139,-58.43003808130001,204.5504604024071
221,Departamento,Palermo,1.0,65000.0,-34.59685,-58.41352,114.05191171923637
223,Departamento,Palermo,1.0,129000.0,-34.5810131,-58.433014,136.0658560737571
226,Departamento,Palermo,1.0,118000.0,-34.5982192139,-58.43003808130001,204.5504604024071
227,Departamento,Palermo,1.0,125000.0,-34.5811536,-58.40847629999999,107.38128957597789
228,Departamento,Palermo,1.0,139000.0,-34.567478200000004,-58.4375419,106.50020883765703
230,Departamento,Palermo,1.0,109900.0,-34.5841349,-58.4341678,67.76013508906496
231,Departamento,Palermo,1.0,132000.0,-34.5946545,-58.4210557,142.8354005393435
232,Departamento,Palermo,1.0,115000.0,-34.5982192139,-58.43003808130001,204.5504604024071
237,Departamento,Belgrano,1.0,120000.0,-34.563425200000005,-58.4689524,274.7746286423657
238,Departamento,Belgrano,1.0,85000.0,-34.569412400000004,-58.4465559,84.18675289125112
240,Departamento,Belgrano,1.0,143000.0,-34.5586797,-58.4603432,170.15835935676392
242,Departamento,Recoleta,1.0,116000.0,-34.594223799999995,-58.3833628,117.87099481683741
243,Departamento,Recoleta,1.0,75000.0,-34.5943521,-58.38743929999999,137.57798609773843
244,Departamento,Recoleta,1.0,120000.0,-34.5898835,-58.4010897,114.51524982348359
245,Departamento,Saavedra,1.0,129500.0,-34.5545188,-58.4915986,202.84926962505943
246,Departamento,Balvanera,1.0,40000.0,-34.6019314,-58.41125989999999,178.44337076048112
247,Departamento,Caballito,1.0,143000.0,-34.60886765,-58.43890381,183.82867875737352
248,Departamento,Caballito,1.0,95000.0,-34.6065716606,-58.430703073000004,129.85594882453285
249,Departamento,Chacarita,1.0,95000.0,-34.5849922,-58.45416899999999,143.2375864753446
250,Departamento,San Telmo,1.0,149000.0,-34.6211839,-58.37311629999999,27.284314991046248
251,Departamento,San Telmo,1.0,83000.0,-34.6229277,-58.3698257,130.2763343514762
252,Departamento,San Telmo,1.0,100000.0,-34.6209697,-58.3787499,126.62659323976763
253,Departamento,Versalles,1.0,80000.0,-34.62574,-58.5205473,176.0726811764129
254,Departamento,Colegiales,1.0,143000.0,-34.574388299999995,-58.44872779999999,133.02112257840693
255,Departamento,Colegiales,1.0,88000.0,-34.5753974,-58.4462129,75.20616223316463
256,Departamento,Colegiales,1.0,95000.0,-34.574388299999995,-58.44872779999999,133.02112257840693
257,Departamento,Colegiales,1.0,98000.0,-34.5763898,-58.44823149999999,94.54596244191777
259,Departamento,Barrio Norte,1.0,84900.0,-34.5930969,-58.3991562,120.5962584587742
261,Departamento,San Nicolás,1.0,62000.0,-34.6044054,-58.3867215,66.43299266300738
262,Departamento,Villa Crespo,1.0,118000.0,-34.5982192139,-58.43003808130001,204.5504604024071
263,Departamento,Villa Crespo,1.0,99000.0,-34.5947933,-58.4417774,131.78128419864981
264,Departamento,Villa Crespo,1.0,117000.0,-34.5976786,-58.4430195,108.49582045164863
265,Departamento,Villa Crespo,1.0,115000.0,-34.5982192139,-58.43003808130001,204.5504604024071
266,Departamento,Villa Devoto,1.0,95700.0,-34.618188399999994,-58.49841170000001,177.14738685137957
267,Departamento,Villa Urquiza,1.0,81000.0,-34.570884,-58.4886936,109.91960626670547
268,Departamento,Villa Pueyrredón,1.0,95000.0,-34.5888724,-58.4949907,151.42278232972495
269,Departamento,Centro / Microcentro,1.0,86000.0,-34.605049,-58.371125,287.631979834374
270,Local comercial,Recoleta,1.0,19000.0,-34.597005100000004,-58.3860755,173.8017131219414
271,PH,Flores,2.0,119000.0,-34.631989000000004,-58.46288199999999,92.56803390179924
272,PH,Paternal,2.0,112500.0,-34.607169,-58.467007,116.77531133013846
273,PH,Mataderos,2.0,78000.0,-34.6661617,-58.50259670000001,59.0972696837759
274,PH,Villa Urquiza,2.0,94000.0,-34.589072200000004,-58.4731811,264.872723955228
275,PH,Villa General Mitre,2.0,112500.0,-34.607169,-58.467007,116.77531133013846
276,Oficina,Retiro,2.0,98500.0,-34.597022100000004,-58.3742137,265.5075933554873
279,Departamento,Flores,2.0,145000.0,-34.6293935,-58.45222560000001,181.60058084322208
288,Departamento,Almagro,2.0,100000.0,-34.6016148,-58.4228064,62.14996756517615
289,Departamento,Almagro,2.0,85000.0,-34.6132557,-58.4191164,143.15566465620884
293,Departamento,Liniers,2.0,55000.0,-34.643021000000005,-58.529824,223.59088408208234
294,Departamento,Palermo,2.0,84000.0,-34.5858703,-58.4130549,242.36235874198584
300,Departamento,Palermo,2.0,125000.0,-34.5811536,-58.40847629999999,107.38128957597789
302,Departamento,Palermo,2.0,100000.0,-34.58490689999999,-58.44300060000001,163.3195274585368
304,Departamento,Palermo,2.0,105000.0,-34.5914661885,-58.4149722732,85.00195108893078
308,Departamento,Palermo,2.0,115000.0,-34.588911035100004,-58.43626701350001,184.3847854017925
312,Departamento,Palermo,2.0,136000.0,-34.5843157,-58.4277024,138.05466682458942
315,Departamento,Belgrano,2.0,130000.0,-34.568056865100004,-58.45509853229999,79.7620676769067
326,Departamento,Recoleta,2.0,122000.0,-34.5866046,-58.40017339999999,40.85013514036783
327,Departamento,Recoleta,2.0,118000.0,-34.5939096,-58.39293370000001,140.64096455280963
329,Departamento,Recoleta,2.0,145000.0,-34.587166499999995,-58.4009595,128.60614790918345
331,Departamento,Balvanera,2.0,96500.0,-34.6138721,-58.40410210000001,101.32138536076202
332,Departamento,Balvanera,2.0,110000.0,-34.6164634009,-58.396058815299995,117.57036225976314
333,Departamento,Balvanera,2.0,92000.0,-34.6110779,-58.4102191,133.7705508781218
334,Departamento,Caballito,2.0,95000.0,-34.621981899999994,-58.444174,70.28037359617113
337,Departamento,San Telmo,2.0,139500.0,-34.6211839,-58.37311629999999,27.284314991046248
338,Departamento,San Telmo,2.0,120000.0,-34.6201435,-58.36994620000001,78.01741027527403
339,Departamento,San Telmo,2.0,145000.0,-34.621362899999994,-58.377245,70.41630209889348
340,Departamento,San Telmo,2.0,140000.0,-34.6229277,-58.3698257,130.2763343514762
342,Departamento,San Telmo,2.0,132000.0,-34.6229277,-58.3698257,130.2763343514762
344,Departamento,Villa Luro,2.0,115000.0,-34.6390849542,-58.502158769,173.7079533279043
347,Departamento,Villa Crespo,2.0,130000.0,-34.5940958,-58.44530620000001,208.0009768721817
348,Departamento,Villa Crespo,2.0,105000.0,-34.6039968,-58.4439851,243.67695937335438
351,Departamento,Villa Crespo,2.0,106500.0,-34.598958,-58.441985,29.460733129842072
352,Departamento,Villa Crespo,2.0,105000.0,-34.6039968,-58.4439851,243.67695937335438
353,Departamento,Villa Crespo,2.0,130000.0,-34.5947209,-58.4442897,271.0396319352748
354,Departamento,Villa Crespo,2.0,113000.0,-34.60343,-58.43824,100.75521853923891
355,Departamento,Villa Crespo,2.0,89000.0,-34.593667100000005,-58.4452762,161.22590843970067
356,Departamento,Villa Crespo,2.0,98000.0,-34.5931352,-58.4460568,151.14952875638815
357,Departamento,Villa Crespo,2.0,89000.0,-34.5997721,-58.4491755,392.4827493231167
358,Departamento,Constitución,2.0,98000.0,-34.623787,-58.3795666,136.68235772734505
359,Departamento,Constitución,2.0,145000.0,-34.6261244,-58.3859524,229.3485137023942
360,Departamento,Constitución,2.0,139500.0,-34.6261244,-58.3859524,229.3485137023942
367,Departamento,Parque Chacabuco,2.0,75000.0,-34.640587,-58.438446,42.65785330593711
369,Departamento,Villa Pueyrredón,2.0,138000.0,-34.582319700000006,-58.498195,260.2722943110258
370,Departamento,Villa Pueyrredón,2.0,87000.0,-34.589745,-58.505107,197.68472062429925
372,Local comercial,Colegiales,2.0,135000.0,-34.5815639,-58.4502986,103.19931922048961
376,PH,Versalles,3.0,140000.0,-34.626583200000006,-58.5229188,76.09559587002337
378,PH,Villa Lugano,3.0,140000.0,-34.666172,-58.489776,115.27189850348704
379,PH,Villa Lugano,3.0,90000.0,-34.6749492,-58.47155479999999,183.59390313289407
380,PH,Villa Lugano,3.0,146000.0,-34.6674221,-58.4864483,100.0608005228586
382,PH,Villa del Parque,3.0,130000.0,-34.6049231,-58.4867241,65.99882894314496
383,Casa,Paternal,3.0,148000.0,-34.6058994,-58.45012779999999,128.62792626355164
384,Casa,Caballito,3.0,148000.0,-34.6058994,-58.45012779999999,128.62792626355164
385,Casa,Villa Crespo,3.0,148000.0,-34.6058994,-58.45012779999999,128.62792626355164
390,Departamento,Abasto,3.0,125000.0,-34.5997476,-58.40740690000001,62.49002040285499
393,Departamento,Flores,3.0,145000.0,-34.64552929999999,-58.4595155,123.73146627211841
396,Departamento,Almagro,3.0,135000.0,-34.6011698,-58.4273808,140.79110264223084
401,Departamento,Almagro,3.0,145000.0,-34.605324527600004,-58.4171567842,8.479185236218939
403,Departamento,Almagro,3.0,145000.0,-34.6008859,-58.431204,252.20948892348744
409,Departamento,Palermo,3.0,145000.0,-34.59681,-58.41575,44.41508739174922
433,Departamento,Paternal,3.0,140000.0,-34.6029774,-58.4649259,17.21314654672108
434,Departamento,Paternal,3.0,135000.0,-34.59941920000001,-58.4591958,209.81754797173545
435,Departamento,Paternal,3.0,148000.0,-34.6058994,-58.45012779999999,128.62792626355164
436,Departamento,Paternal,3.0,98000.0,-34.5987263,-58.464604,217.74820424102037
441,Departamento,Caballito,3.0,105000.0,-34.6197222579,-58.442951650299996,226.89290554196546
442,Departamento,Caballito,3.0,148000.0,-34.6058994,-58.45012779999999,128.62792626355164
448,Departamento,San Telmo,3.0,126000.0,-34.6282511,-58.37114570000001,363.2561552812803
455,Departamento,Villa Crespo,3.0,148000.0,-34.6058994,-58.45012779999999,128.62792626355164
463,Departamento,Villa Crespo,3.0,145000.0,-34.6008859,-58.431204,252.20948892348744
468,Departamento,Villa Soldati,3.0,62000.0,-34.681997,-58.4910439,315.00191065500553
476,Departamento,Parque Chacabuco,3.0,63000.0,-34.6417452,-58.4428582,344.33763470101957
480,PH,Liniers,4.0,140000.0,-34.6447385,-58.52752339999999,359.61844669301763
482,PH,Balvanera,4.0,105000.0,-34.599275,-58.40978079999999,150.25558976290546
483,PH,Mataderos,4.0,147000.0,-34.661197200000004,-58.50954350000001,91.04962602787157
488,PH,Villa Lugano,4.0,123000.0,-34.6624342,-58.4859913,80.5975211355486
529,Departamento,Congreso,4.0,123000.0,-34.613949700000006,-58.3954598,118.41768410471911
530,Departamento,Floresta,4.0,137000.0,-34.6191268,-58.49781360000001,200.28148627303295
568,Departamento,Once,6.0,140000.0,-34.609757,-58.4046889,124.5052947117989
584,Casa,Belgrano,1.0,108000.0,-34.55947876,-58.45211029,285.7251852600401
585,Casa,Parque Chacabuco,1.0,90000.0,-34.64031219,-58.43128204,182.01247225900667
594,Departamento,Flores,2.0,135000.0,-34.625463399999994,-58.468241000000006,152.4216885697387
595,Departamento,Almagro,1.0,104700.0,-34.601536700000004,-58.4244685,22.81332022692097
596,Departamento,Almagro,1.0,106600.0,-34.601536700000004,-58.4244685,22.81332022692097
597,Departamento,Almagro,2.0,125000.0,-34.5977869204,-58.417870527,156.91667053643826
600,Departamento,Palermo,2.0,125000.0,-34.5977869204,-58.417870527,156.91667053643826
604,Departamento,Palermo,1.0,109500.0,-34.57804489,-58.43138885,171.97556776738685
606,Departamento,Belgrano,1.0,108000.0,-34.55947876,-58.45211029,285.7251852600401
608,Departamento,Congreso,1.0,66000.0,-34.6074551,-58.3834625,151.0837549567687
609,Departamento,Recoleta,1.0,140000.0,-34.5901135,-58.4035603,16.403230449348307
612,Departamento,Balvanera,3.0,135000.0,-34.60737570000001,-58.40356360000001,133.44207373722037
617,Departamento,Monserrat,1.0,110000.0,-34.615455700000005,-58.3829879,136.3904814863211
620,Departamento,San Nicolás,1.0,75000.0,-34.605089,-58.384696,230.1212407647311
621,Departamento,San Nicolás,1.0,64900.0,-34.6074551,-58.3834625,151.0837549567687
622,Departamento,Villa Crespo,1.0,100700.0,-34.5933706,-58.44223220000001,262.7471205006483
624,Departamento,Villa Crespo,1.0,102000.0,-34.5933706,-58.44223220000001,262.7471205006483
625,Departamento,Villa Crespo,1.0,99000.0,-34.5933706,-58.44223220000001,262.7471205006483
626,Departamento,Villa Crespo,1.0,113900.0,-34.59346420000001,-58.4421207,276.64852777071053
628,Departamento,Parque Chacabuco,2.0,80000.0,-34.63766479,-58.42934799,166.852096008965
629,Departamento,Parque Chacabuco,1.0,90000.0,-34.64083862,-58.43102264,231.99339009566967
633,PH,Almagro,2.0,99000.0,-34.5679456,-58.4020194,1123.3827853484238
634,PH,Palermo,2.0,125000.0,-34.593569,-58.427474,116.957960807443
635,PH,Floresta,2.0,92000.0,-34.635822999999995,-58.486989,139.01373103799654
636,PH,Monte Castro,2.0,83000.0,-34.618679,-58.49988199999999,171.73383085797792
637,PH,Villa Devoto,2.0,100000.0,-34.618129,-58.508356000000006,198.68452367792062
638,PH,Villa Ortuzar,2.0,88000.0,-34.582812,-58.46821600000001,186.28408259453806
639,PH,Villa Urquiza,2.0,113000.0,-34.567751,-58.473487,151.9159066928295
641,PH,Parque Centenario,2.0,99000.0,-34.5679456,-58.4020194,1123.3827853484238
642,Departamento,Boedo,1.0,60000.0,-34.630990000000004,-58.420189,117.06314853344516
643,Departamento,Flores,2.0,74000.0,-34.63178,-58.459788,40.82018890963187
644,Departamento,Flores,2.0,142000.0,-34.62093,-58.46149200000001,252.89832742088365
645,Departamento,Flores,2.0,98500.0,-34.625025,-58.46435200000001,204.7864605360541
647,Departamento,Nuñez,1.0,105000.0,-34.551654,-58.460678,59.765729653050414
648,Departamento,Nuñez,2.0,120000.0,-34.550172,-58.463077,139.36826505091148
649,Departamento,Retiro,2.0,98000.0,-34.598662,-58.371536,116.14079524712774
651,Departamento,Almagro,2.0,97000.0,-34.60218,-58.4224,114.42475372883855
652,Departamento,Almagro,2.0,82000.0,-34.601276,-58.4237181,97.33488824039092
653,Departamento,Almagro,2.0,115900.0,-34.603753000000005,-58.42083,88.16668242331123
654,Departamento,Almagro,2.0,90000.0,-34.60866179999999,-58.4242209,104.2987327683374
655,Departamento,Almagro,2.0,89000.0,-34.6122734,-58.4179657,202.7289250228039
656,Departamento,Almagro,2.0,112000.0,-34.61693270000001,-58.4256475,156.2895631430549
657,Departamento,Liniers,2.0,78000.0,-34.644979,-58.513973,265.6042211059821
663,Departamento,Palermo,2.0,113000.0,-34.597246000000005,-58.413271,142.8606724139318
664,Departamento,Palermo,2.0,120000.0,-34.575979,-58.419812,552.9048426361801
667,Departamento,Belgrano,2.0,125000.0,-34.564091999999995,-58.456553,143.63439817504366
671,Departamento,Floresta,1.0,87900.0,-34.62362589999999,-58.48607809999999,177.65936926112363
672,Departamento,Floresta,2.0,119900.0,-34.61953,-58.500705,161.22383453657284
673,Departamento,Paternal,1.0,60000.0,-34.601892,-58.459462,119.5124187129467
674,Departamento,Paternal,1.0,82000.0,-34.604678,-58.461696,143.59062698606755
676,Departamento,Recoleta,1.0,70000.0,-34.595186,-58.397405000000006,107.53455428989669
677,Departamento,Recoleta,1.0,148000.0,-34.590788,-58.404504,81.67969996071695
678,Departamento,Recoleta,2.0,130000.0,-34.597285,-58.394693,64.78719109407723
681,Departamento,Caballito,1.0,75000.0,-34.617731,-58.447012,130.01744061285743
682,Departamento,Caballito,2.0,145000.0,-34.628138,-58.434834,350.4809162611219
685,Departamento,Caballito,2.0,88000.0,-34.607276,-58.44171,121.58519152660759
686,Departamento,Caballito,1.0,95800.0,-34.628287,-58.43001999999999,297.2020983255966
687,Departamento,Caballito,2.0,100000.0,-34.609732,-58.44952900000001,40.618931326532575
688,Departamento,Caballito,2.0,138850.0,-34.628287,-58.43001999999999,297.2020983255966
689,Departamento,Mataderos,1.0,78000.0,-34.6624284,-58.48587480000001,70.1382740343668
690,Departamento,Monserrat,2.0,90000.0,-34.61565,-58.387405,162.1240350175816
691,Departamento,Monserrat,1.0,86900.0,-34.61997,-58.388099,138.6334140985116
692,Departamento,San Telmo,1.0,57000.0,-34.628846187600004,-58.37345695770001,226.1552388851537
693,Departamento,San Telmo,2.0,129000.0,-34.621184,-58.373116,27.257486492094383
694,Departamento,San Telmo,2.0,105000.0,-34.619631,-58.37860300000001,43.155904135420414
695,Departamento,Colegiales,2.0,115188.0,-34.579532,-58.454262,124.58123642135423
696,Departamento,Colegiales,1.0,109652.0,-34.579532,-58.454262,124.58123642135423
698,Departamento,Villa Luro,2.0,93800.0,-34.636006,-58.491621,257.0167779624576
699,Departamento,Barrio Norte,2.0,115000.0,-34.595621,-58.408867,48.114280172841674
700,Departamento,Monte Castro,2.0,145000.0,-34.614894,-58.49708199999999,123.54233119725063
701,Departamento,Monte Castro,2.0,132000.0,-34.614894,-58.49708199999999,123.54233119725063
702,Departamento,Monte Castro,2.0,120000.0,-34.614894,-58.49708199999999,123.54233119725063
703,Departamento,Monte Castro,2.0,133000.0,-34.614894,-58.49708199999999,123.54233119725063
704,Departamento,Monte Castro,2.0,134000.0,-34.614894,-58.49708199999999,123.54233119725063
705,Departamento,San Nicolás,1.0,67000.0,-34.606297999999995,-58.391778,57.67200052639654
706,Departamento,Villa Crespo,2.0,119000.0,-34.599543100000005,-58.4435034,108.42266282966678
707,Departamento,Villa Crespo,1.0,106000.0,-34.597773,-58.448669,267.5653141035493
709,Departamento,Constitución,1.0,74000.0,-34.619056,-58.391159,186.15407954929276
710,Departamento,San Cristobal,1.0,89900.0,-34.619734,-58.388226,164.23855676407277
711,Departamento,Villa Ortuzar,1.0,83000.0,-34.583925,-58.468464,143.01312101254825
713,Departamento,Villa Urquiza,2.0,130000.0,-34.577857,-58.484602,224.14517912423344
715,Departamento,Villa Urquiza,2.0,137900.0,-34.568346000000005,-58.490033,140.46645756697654
716,Departamento,Parque Patricios,2.0,135000.0,-34.630175,-58.406062,116.56173471232952
717,Departamento,Parque Centenario,2.0,110000.0,-34.604040000000005,-58.43808000000001,86.68851402851118
718,Departamento,Parque Centenario,2.0,85000.0,-34.6091881,-58.44311329999999,331.8660067652141
719,Departamento,Villa Pueyrredón,1.0,71800.0,-34.580726,-58.495597,407.6007648696376
720,Departamento,Villa Pueyrredón,1.0,70800.0,-34.580726,-58.495597,407.6007648696376
721,Departamento,Villa Pueyrredón,1.0,71200.0,-34.580726,-58.495597,407.6007648696376
723,PH,Flores,3.0,128000.0,-34.618696,-58.460699,327.4419851490553
725,PH,Almagro,3.0,99000.0,-34.615171000000004,-58.423729,31.20905867135238
727,PH,Liniers,3.0,105000.0,-34.651586,-58.526799,128.3814962531341
728,PH,Liniers,3.0,147000.0,-34.646553999999995,-58.522345,253.8203697891354
731,PH,Floresta,3.0,139000.0,-34.6226203,-58.4868724,51.67735389182462
732,PH,Paternal,4.0,140000.0,-34.594822,-58.467846,271.98344926345897
733,PH,Balvanera,3.0,90000.0,-34.620239,-58.39165799999999,298.56827403018985
739,PH,San Cristobal,3.0,90000.0,-34.620239,-58.39165799999999,298.56827403018985
741,PH,Parque Chacabuco,3.0,79900.0,-34.639994,-58.42959000000001,160.73571872915025
743,PH,Parque Patricios,2.0,55000.0,-34.642723,-58.42635300000001,216.88893890459678
745,PH,Villa General Mitre,3.0,149000.0,-34.612877000000005,-58.470511,235.80343927690308
750,Departamento,Flores,3.0,130000.0,-34.628177,-58.47886,146.59288747946462
751,Departamento,Flores,3.0,139000.0,-34.6280479,-58.469292,118.09142425005942
754,Departamento,Nuñez,3.0,122000.0,-34.544455,-58.464283,431.42982168807
759,Departamento,Almagro,3.0,95000.0,-34.600746,-58.425296900000006,112.50135367978372
764,Departamento,Liniers,3.0,97500.0,-34.639656,-58.52216,116.19501705331415
769,Departamento,Palermo,3.0,125000.0,-34.580393,-58.426654000000006,109.26299167459024
776,Departamento,Balvanera,3.0,95000.0,-34.6116632,-58.4014774,42.77852840085385
779,Departamento,Caballito,3.0,120000.0,-34.620878999999995,-58.445692,171.74669388943136
782,Departamento,Villa Crespo,3.0,149000.0,-34.5958333748,-58.4421452465,43.05007636704148
784,Departamento,Villa Crespo,3.0,137000.0,-34.592349,-58.441083,338.18947148965253
785,Departamento,Villa Crespo,3.0,140000.0,-34.601075,-58.446371,206.5279116186034
789,Departamento,San Cristobal,3.0,125000.0,-34.619934,-58.404155,176.93725922831558
790,Departamento,Villa Urquiza,3.0,90000.0,-34.571248,-58.50608199999999,19.26548554326856
794,Departamento,Parque Chacabuco,3.0,107000.0,-34.634282,-58.447454,106.24803626606304
795,Departamento,Villa Santa Rita,3.0,128000.0,-34.616521,-58.475763,317.5294964210318
796,Departamento,Villa del Parque,3.0,145000.0,-34.599025,-58.48069399999999,214.0639174336302
800,PH,Pompeya,4.0,130000.0,-34.653526,-58.407491,123.17525030951187
836,Departamento,Balvanera,4.0,143000.0,-34.6136411,-58.4069098,135.02791522141402
842,Departamento,Versalles,4.0,115000.0,-34.633804,-58.52856800000001,374.11019570899947
918,Cochera,Caballito,1.0,27000.0,-34.6202043,-58.434096,198.63117880717044
920,Oficina,San Nicolás,1.0,89000.0,-34.6033131,-58.38255940000001,179.1386317589942
922,Departamento,Retiro,1.0,90000.0,-34.598713000000004,-58.377061,134.09273400653183
923,Departamento,Almagro,1.0,104000.0,-34.610727000000004,-58.4138363915,200.4424175739871
924,Departamento,Almagro,1.0,86000.0,-34.6059599298,-58.42453417220001,190.90895873847714
925,Departamento,Almagro,1.0,112000.0,-34.606770000000004,-58.421066,39.568321168449366
926,Departamento,Almagro,1.0,112000.0,-34.606770000000004,-58.421066,39.568321168449366
927,Departamento,Almagro,1.0,74000.0,-34.609584600000005,-58.4302826,110.05259054809461
928,Departamento,Palermo,1.0,145000.0,-34.5974815,-58.4202346,229.20380551521808
931,Departamento,Palermo,1.0,69000.0,-34.5722317,-58.43144640000001,139.85110983202088
932,Departamento,Palermo,1.0,130000.0,-34.5904905,-58.42402489999999,322.20378891080117
933,Departamento,Palermo,1.0,130000.0,-34.5823774403,-58.434288687,146.7801091675424
935,Departamento,Palermo,1.0,145000.0,-34.5974815,-58.4202346,229.20380551521808
936,Departamento,Palermo,1.0,145000.0,-34.5974815,-58.4202346,229.20380551521808
937,Departamento,Palermo,1.0,95000.0,-34.5671563726,-58.431944041899996,267.6131321958329
941,Departamento,Palermo,1.0,78000.0,-34.5958314707,-58.423038281000004,16.930741074416826
947,Departamento,Floresta,1.0,101500.0,-34.6127059,-58.49903760000001,100.37075260121793
948,Departamento,Floresta,1.0,88000.0,-34.6127059,-58.49903760000001,100.37075260121793
949,Departamento,Floresta,1.0,99000.0,-34.6127059,-58.49903760000001,100.37075260121793
950,Departamento,Floresta,1.0,89000.0,-34.6233852,-58.4862059,148.45288739660555
951,Departamento,Floresta,1.0,90000.0,-34.6127059,-58.49903760000001,100.37075260121793
952,Departamento,Floresta,1.0,96000.0,-34.6127059,-58.49903760000001,100.37075260121793
954,Departamento,Balvanera,1.0,68000.0,-34.603604700000005,-58.4037964,161.9776546237809
955,Departamento,Caballito,1.0,63000.0,-34.6140593,-58.4375402,180.7904928634945
956,Departamento,Caballito,1.0,125000.0,-34.621067,-58.434944,116.82565203909006
958,Departamento,Chacarita,1.0,107000.0,-34.582086,-58.4534494,66.97631753044358
959,Departamento,Chacarita,1.0,90000.0,-34.59065579999999,-58.4487313,154.1308198665713
960,Departamento,Chacarita,1.0,109900.0,-34.584514299999995,-58.4537666,105.83467980698147
961,Departamento,Mataderos,1.0,79800.0,-34.6480971,-58.5025657,200.39818873464833
962,Departamento,Monserrat,1.0,61600.0,-34.618772,-58.3888546,130.0018519149947
963,Departamento,San Telmo,1.0,69500.0,-34.6164566773,-58.37869625770001,184.81789587214723
964,Departamento,Colegiales,1.0,110000.0,-34.571160600000006,-58.4570659,252.86923738609107
